t,qw,qx,qy,qz
0.6,0.9375700320571564,0.23125708483967805,0.2593218705974353,0.015325279662433099
0.616,0.9370766207975366,0.23297635567730274,0.2593960252050901,0.0179801016388871
0.632,0.936594251810613,0.23468225607085358,0.25940330246544324,0.02062628027267268
0.648,0.9361222652394966,0.23637782719849748,0.25934452379471606,0.023263338047694558
0.668,0.9355465501968392,0.23849554309407206,0.2591724115767348,0.02650180745145441
0.692,0.934874047486349,0.24102649110525606,0.2588329933617342,0.030367647470225988
0.712,0.9343292958197161,0.24312421596442702,0.258439347946079,0.03359274076784132
0.732,0.933798793818855,0.24522303334069398,0.25793584638237455,0.036805423255659046
0.752,0.9332797994932907,0.247330685012429,0.25732495817445467,0.04000136994859312
0.772,0.9327695686839421,0.2494368926568031,0.2566233537417219,0.043206984453222935
0.792,0.9322629819458423,0.2515467247061328,0.25584186922010754,0.046422000142587516
0.812,0.9317362871508862,0.25368496631562,0.25504379116464276,0.049639733680796674
0.836,0.9310580037661114,0.2563092049159861,0.25411626005717664,0.05349502710292068
0.856,0.930458736210709,0.25853928304432705,0.25335442868076286,0.05670695515020748
0.88,0.9297015091835028,0.26124805280041996,0.25244761357345763,0.06062060790588781
0.896,0.929181127895544,0.26307995469026985,0.251820349656635,0.06322979472254872
0.912,0.9286503298121058,0.26493365547186304,0.25116709153476835,0.06583203483219607
0.932,0.9279740030571451,0.26728174734730403,0.250307336916545,0.06907333610803569
0.948,0.9274226941951973,0.26918259735625455,0.24958158583541734,0.0716729667025442
0.972,0.9265866094219193,0.2720776643404921,0.2484038707160256,0.0755428052535026
0.996,0.9257432544913855,0.2750427018616931,0.24710299034184277,0.07931593588556651
1.016,0.925032786590146,0.27755194836115893,0.24592836932634143,0.08245309664226012
1.036,0.9243186214850428,0.28009642909909116,0.24465902721952132,0.08557498717576871
1.052,0.9237481081642729,0.2821579581249563,0.24356498245994668,0.08804780994972158
1.072,0.9230383243841637,0.28476292872824444,0.24209179506108075,0.09111590772894722
1.092,0.9223325520707579,0.2873920694640062,0.24049701464943696,0.0941795714965892
1.116,0.9215027532185872,0.29061041642053825,0.23837991663060892,0.0977414151719104
1.132,0.9209559788029699,0.2927878780063506,0.2368598717687281,0.10006454333034534
1.152,0.9202565009253898,0.295563793142241,0.23489771447287783,0.10292270896513617
1.172,0.9195350738478794,0.2984025970019879,0.2328776653911505,0.10573156998963319
1.192,0.9187971327871531,0.3012903760469686,0.2307890545503845,0.10850062426554552
1.212,0.9180497106515263,0.3042081056426841,0.22862029869469142,0.11124231833202883
1.236,0.9171567829007292,0.3077413315081869,0.22587718471145038,0.11444800327855159
1.252,0.9165665822597561,0.3101012284601219,0.22396066234104509,0.11655336962392226
1.272,0.9158364130123562,0.31303839729688554,0.22146947205781353,0.11917205536876627
1.288,0.9152624287756874,0.3153712587900869,0.21939325567280984,0.12125283052675087
1.308,0.91455955975318,0.31825652893884226,0.2166958703574856,0.12384034808614604
1.336,0.9136073310332183,0.3222126882475188,0.21273473508551188,0.1274543175125324
1.356,0.9129542805477183,0.32496469634564096,0.20977445304082454,0.1300279252459405
1.38,0.9122043403400332,0.32817176204526155,0.20608014979270262,0.13310805897403644
1.404,0.9114900734139648,0.3312672890586927,0.20224521348893637,0.13617867437730682
1.424,0.9109188950695463,0.3337583688107654,0.19895407786657082,0.13874258338635076
1.44,0.9104565747311387,0.3357128808472527,0.19630240661765036,0.14082296747055556
1.46,0.9098673407360689,0.33813546822103036,0.19297891799155606,0.14340462678756818
1.48,0.9092758433314676,0.3405280252646918,0.18962032655497943,0.14595333480308847
1.5,0.9086939385845401,0.34288860750191924,0.18619499625790215,0.14843975393327707
1.516,0.9082353576946357,0.34473918856255936,0.1834123156754865,0.15041119777204015
1.54,0.9075667558675503,0.34744483044774854,0.1791541855582388,0.15332507947968416
1.56,0.9070302378727204,0.34963074573958053,0.17552743207468943,0.15570691501634404
1.576,0.9066187132028062,0.35133212066203157,0.17257314491292863,0.1575654509701875
1.596,0.9061251330104927,0.35338713115502257,0.16881907275991498,0.1598587750539657
1.612,0.9057543746578385,0.35497709304901676,0.165758792726642,0.1616303809264563
1.628,0.9053995288424939,0.3565116580890129,0.16265945606718224,0.16338065852280984
1.652,0.9048976546570809,0.35870585047944276,0.1579384357976285,0.1659695961006061
1.668,0.9045861615235684,0.3600908738279492,0.15474097195356346,0.1676716177088273
1.684,0.9042945484925031,0.361410006328465,0.15150200481097953,0.16935556392817291
1.708,0.9039002713403355,0.3632556170145711,0.14656076067878998,0.17184191769300905
1.728,0.9036149667373954,0.3646693336858984,0.14235966397526217,0.17386811568216165
1.748,0.9033790131478976,0.36597867128469636,0.13805921293373535,0.17580012118496727
1.772,0.9031290895602778,0.36741908251953836,0.1328438098758375,0.17808339897805867
1.788,0.902956109037147,0.36834211979598397,0.12937937700295088,0.17959791475200249
1.808,0.9027395593683865,0.3694513244670084,0.12505410110676385,0.18146240357436624
1.828,0.9025288713866022,0.37049737996899307,0.12072869445541323,0.18329741771530708
1.844,0.9023684330541861,0.37127925824593333,0.11726579094780858,0.184747874403699
1.864,0.9022083406050998,0.3721967612972067,0.1128783787204797,0.18640844012725769
1.884,0.902085645922456,0.37303188039091817,0.10845179942682301,0.18795460122083224
1.9,0.9020026926626615,0.3736298859142468,0.10491049164684096,0.18917110383441288
1.92,0.9019192396689064,0.37428909142261324,0.10048725976289224,0.1906614735462605
1.94,0.9018552720709965,0.37485268498960245,0.0960799091236755,0.19212303078951912
1.956,0.9018162692010244,0.37523208220367565,0.09257854913274352,0.19328088161852164
1.972,0.9017873920865205,0.3755461905605307,0.08910569297531384,0.1944344168597092
1.992,0.9017823457447323,0.375856669735001,0.08476550215364015,0.1957939095290764
2.012,0.9017748629078146,0.37606888161023877,0.08050687428679942,0.19721304803383363
2.028,0.9017782916885697,0.37617131816873906,0.07715126970063044,0.19833990105697807
2.052,0.9017981212103019,0.3762172829531405,0.07221557605582418,0.20001397892116798
2.068,0.9018173972359312,0.3761815336917588,0.06900370050913132,0.20112510351443244
2.088,0.901845835323756,0.3760667023186801,0.06509209694105156,0.2025120901724052
2.112,0.90188209060539,0.37586607231473645,0.06055321977639311,0.20412431808892295
2.132,0.9018919143211027,0.37569951506588856,0.05693888134326139,0.205423746404011
2.148,0.9018858566739036,0.3755634314550381,0.054161016661379374,0.20644798938164005
2.172,0.90186460299051,0.3753451561939334,0.05016019674379088,0.20794318465696376
2.196,0.90183291758405,0.3751067854974959,0.04635283191960199,0.20938940671255055
2.212,0.9018050887262524,0.3749350410240597,0.043924596912886,0.2103377538590233
2.232,0.9017814806366349,0.374697587432085,0.04097432737659151,0.2114543047025507
2.248,0.9017715103914204,0.37448601044969965,0.03868190465589039,0.21230189321799373
2.264,0.9017645033852943,0.3742563793767386,0.03645844800765119,0.21312870320552801
2.28,0.9017640189063147,0.3740080501770727,0.03429380580834618,0.21392417695795474
2.304,0.9017724460202037,0.3736027962428271,0.03116409352959565,0.21507276515148066
2.328,0.9017874369803938,0.373166013401187,0.028184053735392622,0.21617674981303817
2.344,0.9017997776187299,0.37285870859028314,0.026282387756039916,0.2168939588418965
2.364,0.9018257121943342,0.372453617299937,0.023976416446766208,0.21774732127368204
2.38,0.9018512020394281,0.3721159470416182,0.02219971734051529,0.2184063657193459
2.4,0.9018808858797649,0.37169312444914326,0.020069680888458702,0.2192088131806441
2.424,0.901872846304318,0.37126939017086685,0.017688032678425697,0.22016270215781028
2.448,0.9018282957491079,0.3709262566204319,0.015472755535168636,0.2210886326428884
2.464,0.9017843041798471,0.3707312121397447,0.014075445269432385,0.22168743923275866
2.48,0.9017358783233211,0.3705570417343483,0.01272651686775414,0.22225641737752577
2.5,0.9016827027353181,0.3703618145431032,0.0110813231780445,0.2228851229714002
2.52,0.9016206228302737,0.3701927780853817,0.009505137398153007,0.22348873996666188
2.54,0.9015543847541659,0.3700419227150872,0.007986727950728578,0.22406453282240996
2.564,0.9014666388608013,0.3698830692859032,0.006238798327996786,0.224734413648799
2.58,0.9014048258845528,0.36978745055006057,0.005114693281734944,0.22516745324783555
2.596,0.9013421374412123,0.36969734019198514,0.0040172508250091166,0.22558822128872175
2.616,0.9012831142770396,0.3695829923561673,0.002635067383008949,0.22603144577450943
2.636,0.9012213031190459,0.3694754962537682,0.0012857269728617782,0.22646520163672715
2.652,0.9011722866758363,0.3693919229849717,0.00022598597925246877,0.22680007090192228
2.668,0.9011242896852165,0.3693104396236922,-0.0008179638188738902,0.22712169137947866
2.688,0.9010591591797459,0.36921623240979085,-0.0020947660772885346,0.22752487865767196
2.704,0.9009898625546204,0.3691534320880003,-0.003078484506801399,0.22788951643666958
2.724,0.9009025378646318,0.36907960706651033,-0.004283420293877405,0.22833417703041653
2.74,0.9008325826387007,0.3690438051121916,-0.005244292071600681,0.22864790831641021
2.768,0.9006610567524594,0.3691085771089566,-0.00686339235175093,0.2291755013633518
2.788,0.9005142860277936,0.36922383811759474,-0.007990712917295778,0.22953011052103384
2.808,0.9003574837873691,0.36937382556210074,-0.009107785716808953,0.2298619216394741
2.824,0.90022893595301,0.36950801757794893,-0.009998988541298687,0.23011264358848915
2.844,0.9000832271848735,0.36967606646409995,-0.01112634000635554,0.23036092329262614
2.864,0.8999589472136384,0.3698274044559209,-0.012280596681127964,0.2305447605366706
2.884,0.8998530363338592,0.3699547531124351,-0.013458641242814234,0.23068789342358265
2.908,0.8997422486920549,0.3700708666573344,-0.01489197462593278,0.23084585526108126
2.928,0.8996605355957861,0.3701371625329881,-0.016102387119608846,0.2309761741081283
2.948,0.8995931098491476,0.3701676084509989,-0.01733101775368398,0.23110125165237602
2.964,0.8995483224385405,0.370165506474033,-0.018326315337736404,0.2312022426649135
2.992,0.8995136500249141,0.3700901741541012,-0.020135809286669387,0.231307202302986
3.016,0.8995126975696457,0.3699576781843845,-0.021735015940835184,0.23137827616649026
3.036,0.8995127741868622,0.36983627729064317,-0.023083584127891216,0.23144125840022953
3.056,0.8994844138378115,0.369773939811029,-0.02442891799893021,0.2315130784070632
3.076,0.899428955198553,0.3697666176686315,-0.02576607542298881,0.2315953331390313
3.096,0.8993494985190573,0.3698028220456212,-0.027097073300412777,0.2316944334542916
3.112,0.8992845939178671,0.3698475067662751,-0.028180975408976544,0.2317450835911476
3.128,0.8992176912912643,0.3699040365410453,-0.029272012774135547,0.23177949962691938
3.148,0.8991234808337412,0.3699881735675108,-0.030632158471609938,0.23183505532215937
3.164,0.8990424779991113,0.3700593830975817,-0.031715131664596774,0.2318896277950415
3.184,0.898934931600756,0.37015076585071494,-0.03306156406466759,0.2319726867385054
3.204,0.8988190311450699,0.37024527029645643,-0.03439539946623754,0.23207710217283564
3.224,0.8986949157307399,0.37034195495425526,-0.03571374918643519,0.2322044238917085
3.244,0.8985640975085294,0.3704372690143697,-0.03701665105157714,0.23235466179679287
3.264,0.8984413325228623,0.3705189169959019,-0.03830641300681106,0.23249011443042364
3.284,0.8983156364585538,0.3705903737782158,-0.03957334045778377,0.23264955044117402
3.3,0.8982162760084998,0.370633261053964,-0.0405707845981329,0.2327930074376246
3.316,0.8981195095720028,0.3706600043414586,-0.04155616395733647,0.23295004028945202
3.336,0.8979997100318968,0.3706685644371961,-0.04277077033026244,0.2331781059387955
3.356,0.8978875166913057,0.37064105727662816,-0.043973661485601334,0.2334301342254343
3.376,0.8977841085801009,0.3705745724495676,-0.04516735487166204,0.23370551651629065
3.392,0.8977115119400301,0.3704901970194532,-0.04611813135883838,0.23393194238475212
3.412,0.8976316185623887,0.3703681247623249,-0.04731147700356131,0.23419343743015986
3.432,0.8975263952426811,0.37028703354188597,-0.04850547588357035,0.2344808172863375
3.456,0.8973765973948817,0.3702186913492509,-0.04994785505132204,0.23485851983924166
3.48,0.89720966323783,0.37014565291679824,-0.051403792864121445,0.2352972236497629
3.5,0.8970818513796235,0.3700465111842984,-0.05264374531365565,0.2356660379080094
3.52,0.8969550618608807,0.3699163902028353,-0.05391030602447247,0.23606601460948295
3.536,0.8968571576689599,0.3697839045403062,-0.05494763435562808,0.23640655182642112
3.556,0.8967401652665596,0.36957914661898084,-0.056274988397459674,0.23685734793359714
3.576,0.8966290601947347,0.3693314234722923,-0.05764454289737106,0.23733466794156766
3.596,0.8965217605157599,0.3690418476701979,-0.0590635949994619,0.2378413729282729
3.616,0.8964196402408369,0.3687113104794393,-0.060544414354578135,0.23836551561821506
3.632,0.8963326925201367,0.3684221227998776,-0.061763387934655856,0.23882698230517715
3.648,0.8962477694280993,0.36810541868413926,-0.06302333695666237,0.23930453618695224
3.664,0.896165479316505,0.3677593261792625,-0.06432542307424002,0.23979721322964065
3.684,0.8960692570615681,0.3672777394998309,-0.06601447497386015,0.24043520211707436
3.708,0.8959576982237867,0.3666217819778357,-0.06812321995500184,0.24126261409033742
3.728,0.8958730902813843,0.366005130326387,-0.06995751741407413,0.2419868165180249
3.748,0.8957879085177083,0.3653505169238742,-0.07187449721960612,0.24272859293194732
3.772,0.8956470318146241,0.364586253641993,-0.07427390284972182,0.2436733829399449
3.788,0.8955380758212534,0.3640737366700737,-0.07593305350394663,0.24432800350191455
3.808,0.895398089339663,0.3634053565731961,-0.07807128505837685,0.2451606454561717
3.832,0.8952374312033877,0.3625306703367364,-0.08072308046878901,0.24618148166990034
3.852,0.8951183328904615,0.3617175110248864,-0.08300179719643483,0.24705125084571877
3.872,0.8950265998720652,0.36081420346312426,-0.0853454068683411,0.24790484674632804
3.888,0.894966978353197,0.36002719371922176,-0.08725737464678288,0.24859748214964333
3.908,0.8949112833163702,0.35895954178513667,-0.08968771764116595,0.24947554355282509
3.932,0.89487194724103,0.35754915890158234,-0.09265231101716839,0.25055627923859786
3.948,0.8948642654458905,0.3565290040003522,-0.09465244371271686,0.25128864192728917
3.964,0.89486943206274,0.3554482931875489,-0.0966676807837045,0.25203302444223197
3.988,0.8949087147427395,0.35370494148354525,-0.09973085079407504,0.2531500912303307
4.004,0.8949525530596538,0.3524652407373918,-0.10178914613861226,0.25390385533410387
4.024,0.8950222668855292,0.3508367340397112,-0.10436910408140249,0.2548642109876404
4.044,0.8951060928114425,0.34912515526406657,-0.10695031038756353,0.25584818302847007
4.064,0.8952005222999624,0.3473359080901093,-0.10952643338848297,0.2568613215638702
4.08,0.8952757542172809,0.3458702935681348,-0.1115817186726126,0.25769090348477514
4.1,0.8953419550415772,0.3440579170884666,-0.11415650968513882,0.2587572752511525
4.12,0.8953987894448905,0.3422468577353592,-0.1167406744812369,0.25980721505683696
4.136,0.8954308327619969,0.34079934703656933,-0.11880326251767045,0.2606630266887133
4.156,0.8954573829372883,0.33898169129121974,-0.12136270024084347,0.2617609654525196
4.176,0.8954707844722836,0.3371523426800823,-0.12389341969526563,0.262889304287405
4.196,0.8954704901486252,0.33531299794129693,-0.12638753400872788,0.2640529340661578
4.224,0.8954431592536487,0.33272885068014213,-0.12980952975724425,0.265749184649906
4.244,0.8954043750006888,0.3308786056473355,-0.13220581414140853,0.26700546454414714
4.26,0.8953597272797145,0.32939947110749845,-0.13409240506185038,0.2680413237355261
4.276,0.8953046450498875,0.32791813580937124,-0.13595079889007672,0.26910354009842463
4.296,0.8952245688801381,0.32605899417493084,-0.13823459098617127,0.27046205186031186
4.32,0.895111423025456,0.3238212924498447,-0.1409164446493737,0.2721357698870957
4.34,0.8950014611024582,0.32195395460948173,-0.14310253479232043,0.27356874225076266
4.364,0.8948636909526604,0.3196927093164354,-0.14567636341221818,0.2753072694013421
4.38,0.8947563923998365,0.31819693741696053,-0.147375021440338,0.27648221162931197
4.4,0.8945818206046896,0.3163881727133647,-0.14950177807865223,0.2779770474980544
4.416,0.8944180527242257,0.3149733290459673,-0.15120289934982498,0.279187745070312
4.432,0.8942369517341889,0.31357694122040813,-0.15289892930606036,0.28041354109263905
4.452,0.8939898947839797,0.31184873103985705,-0.15500778115192193,0.28196647479988063
4.48,0.8936123518856899,0.30943418380788024,-0.1579400584317319,0.2841872673269419
4.5,0.8933273471310856,0.3076885706595165,-0.1600374098389664,0.2858006921052512
4.524,0.892974888336965,0.3055692813941549,-0.162529473019991,0.2877629648472834
4.544,0.8926755590953269,0.3037738771430101,-0.164578047805173,0.2894235770585394
4.564,0.8923751798343588,0.30194645169012724,-0.1665942456213404,0.29110370716568035
4.584,0.8920777766062964,0.30008803260650196,-0.16856832034089964,0.29279564444418404
4.604,0.8917873466453822,0.29819401318832267,-0.17049375756899265,0.29449548850743995
4.62,0.8915568146114885,0.29665452123836217,-0.17199104431325263,0.2958743435628672
4.644,0.8912243852238688,0.2942990377514645,-0.17415911145156066,0.2979527312653449
4.66,0.8910133206206317,0.2926978530686463,-0.1755473565212177,0.2993434733464325
4.676,0.8908101108307919,0.291075241510902,-0.1768873703654849,0.3007382141644915
4.7,0.8905163762463748,0.2886047800502743,-0.1788061439672046,0.3028470421533461
4.72,0.8902858606141205,0.2865131461513436,-0.1803182371060978,0.3046092167340968
4.74,0.8900643060371601,0.2843938074525342,-0.18175132234369556,0.3063858996360471
4.76,0.8898386965726817,0.28227457050573557,-0.18313571104836318,0.3081713510512942
4.78,0.8895915889360277,0.28019087591775604,-0.18450066622230082,0.3099668838384341
4.8,0.8893315860006685,0.2781256041484079,-0.18583779444933524,0.31176905339612304
4.82,0.8890629193411409,0.27606137202912634,-0.18713731335812717,0.31358694582161706
4.84,0.8887932499007352,0.2739795721943024,-0.1883930638242747,0.31542030616983446
4.856,0.8885917416028541,0.2722835155766397,-0.18936755541169592,0.3168696514092436
4.88,0.8883373744521745,0.2696593424436988,-0.19078209920782024,0.3189714028232167
4.9,0.8881394271219949,0.26742214277969517,-0.19190655057982225,0.32072682874582914
4.916,0.8879931486896504,0.26559613448487146,-0.19277411661094385,0.322125939386845
4.932,0.8878588712300065,0.2637363839952217,-0.1936145432778104,0.3235170347748822
4.956,0.8876760460966766,0.26089196846741924,-0.19482605152844573,0.3255909225479342
4.976,0.8875458392625593,0.25847271977086544,-0.19580164383367604,0.32728582224630287
4.996,0.8874294229872296,0.25601226975514313,-0.19674725973670387,0.32896406452019933
5.012,0.8873412789734821,0.25402121308203796,-0.19747956226131358,0.3303036143160671
5.036,0.8872143351331959,0.2510007067993263,-0.19854155100871793,0.3323111877802948
5.056,0.8871076859403891,0.24846304668418961,-0.199395662231034,0.3339874076351789
5.072,0.8870225149935659,0.2464203782102392,-0.20005954031164136,0.3353269226048879
5.092,0.8869058768142302,0.2438697615041486,-0.20088391424937194,0.3370032710574379
5.112,0.8867508685730592,0.24136599511781803,-0.20174683268295024,0.33869384460341084
5.128,0.8866049923312138,0.23938635374126926,-0.20245978903912493,0.3400524672894312
5.148,0.8864060192313048,0.23692375974519625,-0.20337006859133247,0.3417487703846255
5.172,0.8861507622649951,0.23397101182938201,-0.2044779715224953,0.3437777073769104
5.192,0.8859330826631868,0.2315002406907296,-0.2054156911590729,0.3454484065126339
5.208,0.8857562661301661,0.22951266313390684,-0.20617043885160652,0.34677573792903443
5.232,0.8854861297644315,0.22651724973231097,-0.20729871224971594,0.34875695427759257
5.248,0.8853024140234402,0.22451272959228882,-0.20804679235536083,0.350071551400323
5.268,0.8850703131496601,0.22199216397181545,-0.20898077287210753,0.3517057450251079
5.288,0.8848404379423318,0.21944822803563865,-0.20990984510415445,0.3533238800272108
5.304,0.8846575460996384,0.2173959440126776,-0.21065217396323405,0.3546066803239856
5.32,0.8844773986572453,0.2153262837243709,-0.21139993307418498,0.35587154868250137
5.348,0.8841656533020491,0.21165938489649969,-0.21272006377677588,0.35805266827369975
5.368,0.8839687190255909,0.20897951567798734,-0.21367283200449372,0.35954263029324646
5.388,0.883774300553723,0.20626847318548205,-0.2146372684229561,0.3610085727463472
5.408,0.8835822504112253,0.20352657644634992,-0.2156151125978542,0.36244932091764476
5.428,0.8833775664267253,0.20077511519835742,-0.21663039799769435,0.3638745518444099
5.448,0.8831359087746619,0.19805463391665257,-0.21773223668209477,0.3652918957363904
5.472,0.882803533752673,0.19481978551830426,-0.21914669450586866,0.3669848038274052
5.492,0.882513689552561,0.19211983036687047,-0.2203884020246638,0.3683593650831394
5.516,0.8821486455347864,0.18887087541433525,-0.22192773062884308,0.36998598812394345
5.536,0.8818287305494928,0.18615745964516697,-0.22322938171242668,0.37133857022217204
5.556,0.881498307206895,0.1834394737992757,-0.2245344875955882,0.3726864398673233
5.588,0.8809641988539736,0.1790743710985106,-0.22659622602554508,0.37481841290881196
5.604,0.8807140615907928,0.17687792757177945,-0.22759844947207003,0.37584033677554846
5.628,0.8803522215815529,0.17357555624269017,-0.22905151787079644,0.37734185705304646
5.648,0.8800599235904556,0.17081915339720036,-0.23020700268449595,0.378576332024715
5.668,0.8797761817869024,0.16805999769202454,-0.23129999437616033,0.379802786094923
5.684,0.8795546154600313,0.16585426399123146,-0.23212522126256743,0.38078091360039495
5.7,0.879340027489098,0.16364994314395714,-0.23290601406474398,0.3817518861654243
5.72,0.8790806702452496,0.16090175412633384,-0.23381891865675264,0.38295766558478467
5.74,0.8788371221054083,0.15815573422785797,-0.23465512452652512,0.3841473192656524
5.768,0.8785013924347034,0.15434425635222018,-0.23573797686142373,0.38579904349018934
5.792,0.8781885041138804,0.15114830523677916,-0.23666316713128743,0.3872076321427178
5.812,0.877918801365758,0.1485202985829902,-0.23741045716936196,0.38837694634125536
5.836,0.8775961241901631,0.1453962383503401,-0.2382514843291586,0.3897707988861412
5.856,0.8773396137668423,0.14280330004923547,-0.23888645457169444,0.39091636446649325
5.876,0.8770959252397411,0.14021529004497524,-0.2394473918930155,0.3920553482758092
5.896,0.876869082472431,0.13762589249152785,-0.23992526761684027,0.3931865072820745
5.912,0.8767082704684754,0.13554535636603732,-0.24024399531336357,0.394072210262595
5.932,0.876533101868521,0.13293322369300134,-0.24056470361817023,0.39515463591256234
5.948,0.8764155784954947,0.13083248191014646,-0.24075990844247022,0.39599659496394923
5.968,0.8762997194707665,0.12818655840928977,-0.24092307436030472,0.3970180084518029
5.984,0.876237305894213,0.1260419363681285,-0.2409851972320738,0.3978035249555527
6.004,0.8761943916005606,0.12333442651412979,-0.24097679527642568,0.398751082626123
6.028,0.8761836488697198,0.12005724426398717,-0.24084627819591223,0.3998520910301798
6.048,0.8762075991686378,0.11730290319994138,-0.24064313630563042,0.4007382914838529
6.064,0.8762345721709438,0.11509737555944892,-0.24045673138050588,0.40143009833208426
6.084,0.876265295640365,0.11235082720907769,-0.24022717749233274,0.4022778449631571
6.108,0.876307472138017,0.10906118672249301,-0.2399334967450181,0.403265167941389
6.124,0.8763421582274321,0.10686966009247931,-0.2397131046289703,0.40390725695680846
6.144,0.8763969622966031,0.1041299392525398,-0.23939711150728477,0.40469067890505445
6.164,0.8764711422047209,0.10138530678895448,-0.23902352300157212,0.4054468542096582
6.188,0.8765899002614672,0.09807944038446899,-0.23848565892024842,0.406319156210078
6.208,0.8767126691704533,0.0953182959214939,-0.23796550228178423,0.4070157298546294
6.228,0.876858530782619,0.09255081191222123,-0.23738012424308283,0.40768144748709995
6.244,0.8770014871119614,0.09032725765007964,-0.2368530688674083,0.4081790120332725
6.268,0.8772449161759037,0.08698466566950783,-0.23597074347092553,0.4088923160555815
6.288,0.8774702131476058,0.08419729679413536,-0.23515983414835132,0.40945896833072376
6.304,0.8776629504580855,0.08196824164897659,-0.2344691196964409,0.40989431617203975
6.328,0.8779704779362946,0.07863150755621955,-0.23337073984361867,0.41051548062745563
6.348,0.8782331426950614,0.07586527668986105,-0.23241364543866666,0.4110168914338425
6.372,0.8785080257605106,0.0725724162583931,-0.231319697689258,0.41164085840888975
6.388,0.8786761561103477,0.07039703670885063,-0.23062559944619995,0.41204908297950293
6.408,0.8788746818669386,0.06769441935545163,-0.22977692349713721,0.4125523591877516
6.428,0.8790668912333697,0.06500517982740517,-0.22893107057355538,0.4130454000393658
6.452,0.8792981990760107,0.06179625079247901,-0.22789296116977673,0.4136189330181581
6.472,0.8794961911061239,0.05913860520162554,-0.22699405297950195,0.41408055543890615
6.496,0.8797495809481726,0.05596826893288917,-0.22585781173028108,0.41460420068466186
6.512,0.8799293362374827,0.05386485977590208,-0.22505712327406088,0.41493630996675607
6.536,0.8802182718419658,0.050727883109716196,-0.2237823409925846,0.41540815574519524
6.552,0.8804225130030467,0.04865074797647101,-0.2228856995033806,0.4157058614836716
6.572,0.8806896356498644,0.04607085719534755,-0.2217145780017054,0.41606006761565895
6.592,0.8809708216247629,0.0435110252039331,-0.22048623940023535,0.41639283332744786
6.612,0.881264270297824,0.04097190611908829,-0.21920469022022152,0.4167060299049471
6.632,0.8815721832043497,0.0384542708151085,-0.2178624139607338,0.41699860841653785
6.656,0.8819498880688894,0.035467140970900556,-0.2161790689066378,0.417340656592482
6.676,0.882268715724184,0.03300583624032099,-0.21472429440340882,0.4176194414790688
6.696,0.88259439909478,0.03056622808398385,-0.21322918192679363,0.4178830899396952
6.72,0.8829913280288665,0.027667054641881864,-0.21138669611277006,0.4181822839584162
6.744,0.8833719110794256,0.024797059109206217,-0.2095746779436159,0.41847068544639887
6.764,0.8836657440192291,0.02242600786759489,-0.20812560661211552,0.4187071276919743
6.788,0.8839992497903276,0.019604107977054162,-0.2064334608768044,0.41898262987669815
6.812,0.8843008694325926,0.016813160420735995,-0.20477350497839364,0.4192815918729657
6.832,0.8845428662584023,0.014499915833336763,-0.20340919838689198,0.4195217752461813
